station,name,distance,address,category
27,Les Cent Kilos,615,2 rue de la Folie de Mericourt,Bar
27,Le Bistrot du Peintre,629,116 avenue Ledru Rollin,Bar
27,Bistrot les Sans Culottes,805,"27 rue de Lappe, 11e",Bar
27,Rush Bar,932,32 rue Saint-Sébastien,Beer Bar
27,Chez Justine,895,96 rue Oberkampf,Bistro
28,Café Dose Paris Batignolles,228,82 place du Docteur Félix Lobligeois,Coffee Shop
28,Melt,178,83 rue Legendre,BBQ Joint
28,Mamma Primi,300,18 rue Boursault,Italian Restaurant
28,Gare au Gorille,301,68 rue des Dames,Bistro
28,Les Beaux Gamins,406,1 rue Lebouteux,Bar
28,Kokoya,383,5 rue des Batignolles,Brasserie
28,Amorino,121,59 rue des Batignolles,Ice Cream Parlor
28,Les Caves Populaires,337,22 rue des Dames,Wine Bar
28,Le P'tit Canon,482,36 rue Legendre,Brasserie
28,Coretta,542,"151 bis, rue Cardinet",French Restaurant
28,Neva Cuisine,712,2 rue de Berne,French Restaurant
28,Aux Dés Calés 17,763,181 Passage Legendre,Bistro
28,Chez Gladines Batignolles,448,74 boulevard des Batignolles,Basque Restaurant
28,Rimal,816,94 boulevard Malesherbes,Lebanese Restaurant
28,La Karambole,494,10 rue Hégésippe Moreau rue Pierre Ginier,Bar
28,Brussels Beer Project,876,1 rue de Bruxelles,Beer Bar
28,Léonie,687,96 rue de Levis,Bakery
28,Tsubame,902,40 rue de Douai,Japanese Restaurant
28,Octopussy Bar,882,22 rue de la Jonquière,Bar
28,Yoko Sushi,756,8 rue de Vintimille,Sushi Restaurant
28,Brigitte,674,16 avenue de Villiers,Fast Food Restaurant
28,Le Bloc,366,21 rue Brochant,Bar
28,L'Endroit,179,2 1 67 place Docteur Félix Lobligeois,Bar
28,Clichy's Tavern,642,128 bis boulevard de Clichy,Pub
28,Dulcinea,954,41 rue Pierre Fontaine,Pizzeria
28,Buzkashi,385,7 rue des Dames,Afghan Restaurant
28,Wepler,587,14 place de Clichy,Brasserie
28,Le Valois,794,20 rue de Bruxelles,Cocktail Bar
28,Le Relais Gascon,963,"13 rue Joseph de Maistre, 18e",Brasserie
28,Loyal,780,70 bis rue d'Amsterdam,Restaurant
28,Tonton des Dames,420,94 rue des Dames,BBQ Joint
28,The Grill Room,899,103 boulevard Malesherbes,Bar
28,Café des Deux Moulins,963,"15 rue Lepic, 18e",Bistro
28,Da May Fa,961,12 rue Lepic,Chinese Restaurant
28,La Gioconda,373,18 place Charles Fillion,Pizzeria
28,I Love Bo Bun,504,108 rue des Dames,Thai Restaurant
28,Restaurant Taksim,653,1 rue Forest,Kebab Restaurant
28,Bel-Ami,649,128 boulevard de Clichy,Cocktail Bar
28,Musée Cernuschi,933,"7 avenue Vélasquez, 8e",Art Museum
28,Hippopotamus Steakhouse,552,5 boulevard des Batignolles,Fast Food Restaurant
28,A l'Affiche,498,48 rue de Moscou,Bistro
28,Le Nemours,2814,2 place Colette,Bar
28,Tifinagh,750,17 avenue Rachel,French Restaurant
28,Pret A Manger,674,39 rue Mstislav Rostropovitch,Sandwich Spot
28,Le Dôme Villiers,623,4 avenue de Villiers,Brasserie
28,Le Ballu,953,55 rue Blanche,Café
28,L'Etincelle,1020,33 rue de Clichy,Bar
28,Le Cafe des Dames,629,8 avenue de Villiers,Bistro
28,Restaurant Zelal,562,152 avenue de Clichy,Greek Restaurant
28,Marcella,650,1 boulevard de Courcelles,Restaurant
29,La Bricole,310,52 rue Leibniz,Bar
29,Le Ruisseau,493,65 rue du Ruisseau,Burger Joint
29,Nawab,460,174 rue Ordener,Indian Restaurant
29,Au Bon Coin,556,49 rue Cloys,French Restaurant
29,L'Esquisse,757,151 Bis rue Marcadet,Bistro
29,Etsi,879,23 rue Eugène Carrière,Greek Restaurant
29,Octopussy Bar,956,22 rue de la Jonquière,Bar
29,Aux Dés Calés 17,998,181 Passage Legendre,Bistro
29,Two Doors,824,27 rue Francoeur,Coffee Shop
29,Au Rêve,942,89 rue Caulaincourt,Bar
29,La Piscine,468,48 rue du Poteau,Brasserie
29,Café Pimpin,918,64 rue Ramey,Café
29,Le Safari,580,36 rue du Ruisseau,Indian Restaurant
29,Le Bistrot du Maquis,919,69 rue Caulaincourt,Brasserie
29,Le Coin des Amis,988,50 rue du mont Cenis,Brasserie
29,Le Cépage Montmartrois,925,65 rue Caulaincourt,Coffee Shop
29,Le Jules Jo,889,28 rue Hermel,Brasserie
29,Le Nemours,3863,2 place Colette,Bar
29,Chez Ginette,930,101 rue Caulaincourt,Bar
29,La Chope des Puces,633,122 rue des Rosiers,Brasserie
29,Le Voltaire,662,93 rue des Rosiers,Café
29,Subway,529,102 ter boulevard Ney,Deli
29,Edo 18,478,82 rue Leibniz,Fast Food Restaurant
29,VIP Food,506,8 avenue de la Porte de Saint-Ouen,Fast Food Restaurant
29,Boulangerie Ordener,522,130 rue Ordener,Bakery
29,Anema,566,41 rue du Ruisseau,Restaurant
29,L'Ouzeri,573,41 rue du Ruisseau,Greek Restaurant
29,Café d'Albert,771,117 rue Ordener,French Restaurant
29,Azur Galatasaray,667,76 boulevard Ornano,Fast Food Restaurant
29,Pinzuti,694,212 rue Marcadet,Pizzeria
29,Le Mekong,698,2 rue Edouard Vaillant,Cambodian Restaurant
29,Domino's Pizza,700,107 avenue Gabriel Péri,Pizzeria
29,Paristanbul,718,113 avenue de Saint Ouen,Fast Food Restaurant
29,Traiteur le Lys d'Or,720,76 rue Damrémont,Chinese Restaurant
29,Essence Ciel,832,42 rue des Entrepôts,American Restaurant
29,Nagoya,879,79 bis avenue Gabriel Péri,Fast Food Restaurant
29,Little b.,892,37 avenue du Capitaine Glarner,Restaurant
29,La Bonne Braise,895,12 rue Charles Schmidt,Pizzeria
29,Les Darons,957,104 rue Caulaincourt,Bistro
29,Le Bihan,981,23 rue des Rosiers,French Restaurant
29,McDonald's,965,65 bis avenue Gabriel Pèri,Burger Joint
29,Le Class Food,472,64 B rue du Ruisseau,Fast Food Restaurant
29,L’astrolabe 18,722,230 rue Championnet,Restaurant
29,Gotham Lounge,751,15 rue Navier,Fast Food Restaurant
30,Grand Palais,196,"3 avenue du Général Eisenhower, 8e",Art Museum
30,DIOR Galerie,264,11 rue François Premier,Museum
30,Le Jardin du Petit Palais (Petit Palais),328,avenue Winston Churchill,Café
30,L'Avenue,356,41 avenue Montaigne,Brasserie
30,Jean Imbert au Plaza Athénée,436,25 avenue Montaigne,Hotel Bar
30,Matignon Paris,490,3 avenue de Matignon,Brasserie
30,Gigi Paris,516,15 avenue Montaigne,Restaurant
30,Dinand par Ferdi,601,18 rue du Boccador,Burger Joint
30,Yannick Alleno au Pavillon Ledoyen,457,8 avenue Dutuit,French Restaurant
30,Artcurial,378,7 rond-point des Champs-Élysées,Art Gallery
30,Manko,507,15 avenue Montaigne,Peruvian Restaurant
30,Shirvan,640,5 place de l'Alma,Mediterranean Restaurant
30,Gran Caffe Convivium,586,28 rue Marbeuf 75008,Pizzeria
30,Le Relais de l'Entrecôte,625,15 rue Marbeuf,Brasserie
30,"Hôtel de Crillon, A Rosewood Hotel",830,10 place de la Concorde,Bar
30,Le Bar,765,31 avenue George V,Hotel Bar
30,Mondaine de Pariso,596,23 rue de Ponthieu,Lounge
30,Diep,694,55 rue Pierre Charron,Chinese Restaurant
30,PavYllon,428,8 avenue Dutuit,Restaurant
30,Les Ambassadeurs,833,10 rue Boissy d'Anglas,French Restaurant
30,Chez André,603,12 rue Marbeuf,Bistro
30,Musée de l'Orangerie,927,Jardin des Tuileries,Museum
30,Five Guys Champs-Élysées,617,49-51 avenue des Champs-Élysées,Burger Joint
30,Azur Cafe,878,63 rue de Ponthieu,Café
30,Chez Francis,613,7 place de l'Alma,Brasserie
30,L'Esplanade,786,52 rue Fabert,Brasserie
30,86Champs,819,86 avenue des Champs-Elysées,Café
30,L'Entrecôte de Paris,546,29 rue de Marignan,Steakhouse
30,Beefbar,647,5 rue Marbeuf,Steakhouse
30,Musée d'Art Moderne de Paris (Musée d'Art Moderne de Paris (MAM)),909,11 avenue du Président Wilson,Museum
30,Palais de Tokyo,994,13 avenue du Président Wilson,Art Museum
30,Akira Back,828,Hôtel Prince de Galles,Japanese Restaurant
30,National Residence of the Invalids (Hôtel National des Invalides),966,Esplanade des Invalides,History Museum
30,Le Carré Elysée,526,49 avenue Franklin Delano Roosevelt,French Restaurant
30,Miss Ko,937,49-51 avenue Georges V,Asian Restaurant
30,La Galerie,801,31 avenue George V,Modern European Restaurant
30,La Maison de l'Aubrac,602,37 rue Marbeuf,French Restaurant
30,Arcades des Champs-Élysées,797,76-78 avenue des Champs-Élysées,Restaurant
30,Monsieur Bleu,989,Palais de Tokyo,French Restaurant
30,Mamamia Paris,1008,5 bis Rue Vernet,Coffee Shop
30,Bambini Paris,992,Palais de Tokyo,Italian Restaurant
30,Fouquet's,936,99 avenue des Champs-Élysées avenue Georges V,Fast Food Restaurant
30,Shabestan,827,5 rue du Commandant Rivière,Middle Eastern Restaurant
30,Café la Belle Ferronnière,706,53–57 rue Pierre Charron,Brasserie
30,Rimal,689,26 avenue Georges V,Lebanese Restaurant
30,Buddha Bar,884,8 Bis rue Boissy d'Anglas,Lounge
30,Maxim's,898,3 rue Royale,French Restaurant
30,Ziti,667,60 rue Pierre Charron,Pizzeria
30,Verde Paris,694,24 avenue Georges V,Restaurant
30,Cafe Di Roma,562,35 avenue des Champs-Élysées,Pizzeria
31,Le Ruisseau,373,65 rue du Ruisseau,Burger Joint
31,La Boite aux Lettres,485,108 rue Lepic,Bistro
31,Grenouilles,460,55 rue du Chevalier de la Barre,Deli
31,Au Bon Coin,271,49 rue Cloys,French Restaurant
31,Biscuiterie de Montmartre,455,16 rue Norvins,Bakery
31,Boulangerie Alexine,678,40 rue Lepic,Bakery
31,Marcel,437,"1 Villa Léandre, 18e",American Restaurant
31,Al Caratello,707,5 rue Audran,Pizzeria
31,Amorino,707,39 rue des Abbesses,Ice Cream Parlor
31,Le Moulin de la Galette,458,83 rue Lepic,Brasserie
31,La Porteña,704,3 rue Muller,Argentinian Restaurant
31,Café Pimpin,361,64 rue Ramey,Café
31,Au Relais,262,48 rue Lamarck,Brasserie
31,Les Petits Mitrons,761,26 rue Lepic,Bakery
31,La Maison Rose,341,1–15 rue de l'Abreuvoir,Brasserie
31,La Cure Gourmande,884,8 rue de Steinkerque,Bakery
31,Déli's Café,435,13 rue du mont Cenis,Bar
31,Pain Pain,840,88 rue des Martyrs,Bakery
31,Le Trianon,938,"80 boulevard de Rochechouart, 18e",Concert Hall
31,Le Coin des Amis,267,50 rue du mont Cenis,Brasserie
31,Marlusse et Lapin,846,14 rue Germain Pilon,Bar
31,Café Tabac,668,1 bis rue Ravignan,Café
31,Maison Georges Larnicol,820,7 rue de Steinkerque,Fast Food Restaurant
31,Le Consulat,443,18 rue Norvins,Coffee Shop
31,BREIZH Café | La Crêpe Autrement,752,93 rue des Martyrs,Creperie
31,Le Relais de la Butte,601,12 rue Ravignan,Bar
31,La Bricole,779,52 rue Leibniz,Bar
31,La Halte du Sacré Coeur,381,45 rue Custine,Brasserie
31,Tagada Bar,646,40 rue des Trois Frères,Cocktail Bar
31,Christophe Roussel,784,5 rue Tardieu,Pastry Shop
31,La Villa des Abbesses,684,61 rue des Abbesses,Fast Food Restaurant
31,Le Bon Bock,927,2 rue Dancourt,French Restaurant
31,Le Poulbot,455,3 rue Poulbot,French Restaurant
31,Espace Dalí,510,"11 rue Poulbot, 18e",Art Museum
31,Bouillon Pigalle,957,22 boulevard de Clichy,French Restaurant
31,Acà,935,48 boulevard de Clichy,Mexican Restaurant
31,Le Safari,260,36 rue du Ruisseau,Indian Restaurant
31,Café des Deux Moulins,825,"15 rue Lepic, 18e",Bistro
31,La Virgule,472,37-61 rue du Chevalier de la Barre,Bar
31,Da May Fa,882,12 rue Lepic,Chinese Restaurant
31,Chez Plumeau,521,"4 place du Calvaire, 18e",French Restaurant
31,Le Jules Jo,391,28 rue Hermel,Brasserie
31,Le Relais Gascon,782,6 rue des Abbesses,Brasserie
31,Le Rendez-Vous des Amis,594,"23 rue Gabrielle, 18e",Beer Bar
31,Chez Ginette,181,101 rue Caulaincourt,Bar
31,Aux Noctambules,954,24 boulevard de Clichy,Dive Bar
31,Le Pain Quotidien,711,31 rue Lepic,Bakery
31,L'Anvers du Décor,841,"32 bis, rue d'Orsel",Bistro
31,L'Hélice Bar,839,50 rue d'Orsel,Bar
31,Corcorans Sacre Coeur,630,9-11 rue Foyatier,Pub
32,Miss Ko,67,49-51 avenue Georges V,Asian Restaurant
32,Mamamia Paris,135,5 bis Rue Vernet,Coffee Shop
32,Akira Back,121,Hôtel Prince de Galles,Japanese Restaurant
32,Le Bar,180,31 avenue George V,Hotel Bar
32,Fouquet's,120,99 avenue des Champs-Élysées avenue Georges V,Fast Food Restaurant
32,Pret A Manger,179,58 avenue Marceau,Sandwich Spot
32,Diep,188,55 rue Pierre Charron,Chinese Restaurant
32,86Champs,244,86 avenue des Champs-Elysées,Café
32,Lido de Paris,275,"116 bis avenue des Champs-Elysees, 8th",Music Venue
32,Dinand par Ferdi,381,18 rue du Boccador,Burger Joint
32,Azur Cafe,339,63 rue de Ponthieu,Café
32,Le Relais de l'Entrecôte,282,15 rue Marbeuf,Brasserie
32,Gran Caffe Convivium,306,28 rue Marbeuf 75008,Pizzeria
32,L'Atelier de Joël Robuchon Étoile,377,133 avenue des Champs-Élysées,Brasserie
32,Café la Belle Ferronnière,175,53–57 rue Pierre Charron,Brasserie
32,Arcades des Champs-Élysées,289,76-78 avenue des Champs-Élysées,Restaurant
32,L'Oiseau Blanc,534,19 avenue Kléber,French Restaurant
32,Jean Imbert au Plaza Athénée,518,25 avenue Montaigne,Hotel Bar
32,Chez André,318,12 rue Marbeuf,Bistro
32,Matsuhisa Paris,577,35-37 avenue Hoche,Japanese Restaurant
32,Ziti,220,60 rue Pierre Charron,Pizzeria
32,Beefbar,337,5 rue Marbeuf,Steakhouse
32,Gigi Paris,557,15 avenue Montaigne,Restaurant
32,Five Guys Champs-Élysées,350,49-51 avenue des Champs-Élysées,Burger Joint
32,La Maison du Danemark,323,142 avenue Champs Elys\u00e9es,Cultural Center
32,DIOR Galerie,619,11 rue François Premier,Museum
32,Café George V,241,120 avenue des Champs Elysees,Bistro
32,Rimal,287,26 avenue Georges V,Lebanese Restaurant
32,L'Avenue,525,41 avenue Montaigne,Brasserie
32,Shirvan,591,5 place de l'Alma,Mediterranean Restaurant
32,La Maison de l'Aubrac,325,37 rue Marbeuf,French Restaurant
32,Verde Paris,305,24 avenue Georges V,Restaurant
32,Manko,561,15 avenue Montaigne,Peruvian Restaurant
32,Palais de Tokyo,745,13 avenue du Président Wilson,Art Museum
32,Musée d'Art Moderne de Paris (Musée d'Art Moderne de Paris (MAM)),694,11 avenue du Président Wilson,Museum
32,Salle Pleyel,748,252 rue du Faubourg Saint Honore 8th,Concert Hall
32,Victoria 1836,676,12 rue de Presbourg,Bar
32,L'Entrecôte de Paris,433,29 rue de Marignan,Steakhouse
32,Bambini Paris,707,Palais de Tokyo,Italian Restaurant
32,Musée national des arts asiatiques Guimet,791,6 place d'Iéna,Museum
32,Matignon Paris,759,3 avenue de Matignon,Brasserie
32,La Terrasse Kléber,568,19 avenue Kléber,Café
32,Mondaine de Pariso,611,23 rue de Ponthieu,Lounge
32,Le Deauville,163,75 avenue des Champs-Élysées,Bar
32,Monsieur Bleu,803,Palais de Tokyo,French Restaurant
32,Chez Francis,594,7 place de l'Alma,Brasserie
32,Le Lobby,547,The Peninsula Paris 19 avenue Kléber,French Restaurant
32,Shabestan,663,5 rue du Commandant Rivière,Middle Eastern Restaurant
32,Artcurial,611,7 rond-point des Champs-Élysées,Art Gallery
32,Le Speakeasy,330,25 rue Jean Giraudoux,Bar
33,Café Dose Paris Batignolles,241,82 place du Docteur Félix Lobligeois,Coffee Shop
33,Le P'tit Canon,309,36 rue Legendre,Brasserie
33,Les Beaux Gamins,420,1 rue Lebouteux,Bar
33,Brutus,538,99 rue des Dames,Restaurant
33,Léonie,329,96 rue de Levis,Bakery
33,Melt,433,83 rue Legendre,BBQ Joint
33,Coretta,417,"151 bis, rue Cardinet",French Restaurant
33,Mamma Primi,601,18 rue Boursault,Italian Restaurant
33,Gare au Gorille,562,68 rue des Dames,Bistro
33,Menelik,591,4 rue Sauffroy,Ethiopian Restaurant
33,Rimal,687,94 boulevard Malesherbes,Lebanese Restaurant
33,Amorino,351,59 rue des Batignolles,Ice Cream Parlor
33,Kokoya,781,5 rue des Batignolles,Brasserie
33,Brigitte,568,16 avenue de Villiers,Fast Food Restaurant
33,Le Bloc,335,21 rue Brochant,Bar
33,Musee Nissim de Camondo,899,63 rue de Monceau,Museum
33,Les Caves Populaires,790,22 rue des Dames,Wine Bar
33,Chez Gladines Batignolles,676,74 boulevard des Batignolles,Basque Restaurant
33,L'Endroit,280,2 1 67 place Docteur Félix Lobligeois,Bar
33,La Gioconda,194,18 place Charles Fillion,Pizzeria
33,Pastelaria Belem,387,47 rue Boursault,Restaurant
33,The Grill Room,858,103 boulevard Malesherbes,Bar
33,La Karambole,928,10 rue Hégésippe Moreau rue Pierre Ginier,Bar
33,Tonton des Dames,520,94 rue des Dames,BBQ Joint
33,Maharaja,570,48 rue de la Condamine,Diner
33,I Love Bo Bun,527,108 rue des Dames,Thai Restaurant
33,Pret A Manger,299,39 rue Mstislav Rostropovitch,Sandwich Spot
33,Buzkashi,844,7 rue des Dames,Afghan Restaurant
33,Lush,810,16 rue des Dames,Sports Bar
33,Musée Cernuschi,831,"7 avenue Vélasquez, 8e",Art Museum
33,La Rucola,778,198 boulevard Malesherbes,Pizzeria
33,Café Gabrielle,765,70 avenue de Villiers,Bistro
33,Burger King,773,187 avenue de Clichy,Fast Food Restaurant
33,Le Dôme Villiers,641,4 avenue de Villiers,Brasserie
33,Le Cafe des Dames,606,8 avenue de Villiers,Bistro
33,A l'Affiche,826,48 rue de Moscou,Bistro
33,Hippopotamus Steakhouse,985,5 boulevard des Batignolles,Fast Food Restaurant
33,Restaurant Zelal,575,152 avenue de Clichy,Greek Restaurant
33,Marcella,698,1 boulevard de Courcelles,Restaurant
33,Le Village Café,504,22 rue de la Terrasse,Bar
33,Le Central,992,65 rue de Prony,Bar
33,Café Dad,222,3 rue Marie Georges Picquart,Bistro
33,Au Petit Chavignol,356,78 rue de Tocqueville,French Restaurant
33,Augustin,632,15 place Richard Baret,Bistro
33,La Cantine Libanaise,146,147 rue Cardinet,Lebanese Restaurant
33,Le Cabanon,209,75 Place du Docteur Félix Lobligeois,French Restaurant
33,Gruppomimo,240,61 rue Legendre,Italian Restaurant
33,Thé Vert,362,26 rue Legendre,Fast Food Restaurant
33,Busan Park,461,54 rue Mstislav Rostropovitch,Korean BBQ Restaurant
33,Fresh Village,468,86 rue de la Condamine,Restaurant
34,Stohrer,239,"51 rue Montorgueil, 2e",Bakery
34,Pizzeria Popolare,380,111 rue Réaumur,Pizzeria
34,Bo&Mie,374,18 rue de Turbigo,Bakery
34,Partisan Cafe Artisanal,432,36 rue de Turbigo,Coffee Shop
34,Comptoir de la Gastronomie,367,"34 rue Montmartre, 1er",French Restaurant
34,Ristorante National,374,243 rue Saint-Martin,Italian Restaurant
34,Dalmata,296,8 rue Tiquetonne 75002,Pizzeria
34,Rivié,367,30-32 rue du Sentier,Hotel Bar
34,L'Escargot Montorgueil,352,38 rue Montorgueil 1er,French Restaurant
34,Brasserie Dubillot,267,222 rue Saint-Denis,Brasserie
34,Kei,547,5 rue du Coq-Héron,French Restaurant
34,Blend,382,44 rue d'Argout,Burger Joint
34,Daroco,668,"6 rue Vivienne, 2e",Italian Restaurant
34,Qasti Chawarma And Grill,506,214 rue Saint-Martin,Shawarma Restaurant
34,Le Chef Thaï,557,59 rue des Gravilliers,Thai Restaurant
34,Presto Fresco,424,14 rue Montmartre,Italian Restaurant
34,Willi's Wine Bar,743,13 rue des Petits Champs,Wine Bar
34,Bistrot Victoires,613,6 rue de la Vrilliere 75001,Bistro
34,Udon Bistro Kunitoraya (Kunitoraya),860,1 rue Villedo,Udon Restaurant
34,Le Ruisseau Burger Joint,819,22 rue Rambuteau,Burger Joint
34,Auberge Nicolas Flamel,527,51 rue de Montmorency,French Restaurant
34,Abri Soba,916,"10 rue Saulnier, 9e",Soba Restaurant
34,Jantchi (JanTchi),914,6. rue Thérèse,Korean Restaurant
34,Kodawari Ramen,935,12 rue de Richelieu,Ramen Restaurant
34,Café Père & Fils,301,85 rue Montmartre,French Restaurant
34,Le Fumoir,927,"6 rue de l’Amiral de Coligny, 1er",French Restaurant
34,Pret A Manger,778,34-36 rue du Louvre,Sandwich Spot
34,Bo&Mie,899,91 rue de Rivoli,Bakery
34,Motors Coffee,878,7 rue des Halles,Café
34,Café Kitsuné Louvre,985,2 place André Malraux,Coffee Shop
34,Le Roi de Pique,836,126 rue du Temple,Bar
34,Tran Tran Zai,450,94 rue Saint Denis,Chinese Restaurant
34,Taverne Kronembourg,983,24 boulevard des Italiens,Brasserie
34,Bouillon Chartier,664,7 rue du Faubourg Montmartre,Bistro
34,Kong,964,"1 rue du Pont Neuf, 1er",Lounge
34,Benoit,976,20 rue Saint-Martin,Fast Food Restaurant
34,Homer Lobster,851,21 rue Rambuteau,Seafood Restaurant
34,Laï-Laï Ken (Laï-Laï Ken 来々軒),976,7 rue Sainte-Anne,Ramen Restaurant
34,Bistrot Richelieu,837,45 rue de Richelieu,Bistro
34,Martin Bar,928,40 bis rue René Boulanger,Cocktail Bar
34,Five Guys les Halles,687,1 place Joachim du Belay,Burger Joint
34,Léon de Bruxelles,504,120 rue Rambuteau,Belgian Restaurant
34,La Grille Montorgueil,290,50 rue Montorgueil,French Restaurant
34,Voyage,983,9 rue de la Monnaie,French Restaurant
34,Au Pied de Cochon,527,6 rue Coquillières,Brasserie
34,Merci Jerome Italiens,891,11 boulevard des Italiens,Bakery
34,La Terrasse des Archives,956,51 rue des Archives,Café
34,Café Léonard,619,57 rue de Turbigo,Café
34,The Frog & Rosbif,339,116 rue Saint Denis,Beer Bar
34,Le Brebant,618,"32 boulevard Poissonniere, 9th Arr",Brasserie
35,Pret A Manger,145,58 avenue Marceau,Sandwich Spot
35,Le Bar,180,31 avenue George V,Hotel Bar
35,Akira Back,150,Hôtel Prince de Galles,Japanese Restaurant
35,Dinand par Ferdi,339,18 rue du Boccador,Burger Joint
35,Miss Ko,272,49-51 avenue Georges V,Asian Restaurant
35,Mamamia Paris,301,5 bis Rue Vernet,Coffee Shop
35,L'Oiseau Blanc,410,19 avenue Kléber,French Restaurant
35,Le Relais de l'Entrecôte,314,15 rue Marbeuf,Brasserie
35,Diep,327,55 rue Pierre Charron,Chinese Restaurant
35,Fouquet's,343,99 avenue des Champs-Élysées avenue Georges V,Fast Food Restaurant
35,L'Atelier de Joël Robuchon Étoile,441,133 avenue des Champs-Élysées,Brasserie
35,Palais de Tokyo,532,13 avenue du Président Wilson,Art Museum
35,Jean Imbert au Plaza Athénée,508,25 avenue Montaigne,Hotel Bar
35,Gigi Paris,492,15 avenue Montaigne,Restaurant
35,Beefbar,289,5 rue Marbeuf,Steakhouse
35,Musée d'Art Moderne de Paris (Musée d'Art Moderne de Paris (MAM)),494,11 avenue du Président Wilson,Museum
35,Shirvan,470,5 place de l'Alma,Mediterranean Restaurant
35,Lido de Paris,476,"116 bis avenue des Champs-Elysees, 8th",Music Venue
35,Rimal,243,26 avenue Georges V,Lebanese Restaurant
35,86Champs,472,86 avenue des Champs-Elysées,Café
35,Gran Caffe Convivium,438,28 rue Marbeuf 75008,Pizzeria
35,Chez André,330,12 rue Marbeuf,Bistro
35,Musée national des arts asiatiques Guimet,558,6 place d'Iéna,Museum
35,Bambini Paris,493,Palais de Tokyo,Italian Restaurant
35,Azur Cafe,571,63 rue de Ponthieu,Café
35,Café la Belle Ferronnière,302,53–57 rue Pierre Charron,Brasserie
35,Verde Paris,242,24 avenue Georges V,Restaurant
35,Manko,499,15 avenue Montaigne,Peruvian Restaurant
35,DIOR Galerie,670,11 rue François Premier,Museum
35,Monsieur Bleu,597,Palais de Tokyo,French Restaurant
35,L'Avenue,587,41 avenue Montaigne,Brasserie
35,La Terrasse Kléber,445,19 avenue Kléber,Café
35,Arcades des Champs-Élysées,513,76-78 avenue des Champs-Élysées,Restaurant
35,Matsuhisa Paris,759,35-37 avenue Hoche,Japanese Restaurant
35,Ziti,365,60 rue Pierre Charron,Pizzeria
35,La Maison du Danemark,454,142 avenue Champs Elys\u00e9es,Cultural Center
35,Chez Francis,483,7 place de l'Alma,Brasserie
35,Le Lobby,434,The Peninsula Paris 19 avenue Kléber,French Restaurant
35,Victoria 1836,686,12 rue de Presbourg,Bar
35,Five Guys Champs-Élysées,527,49-51 avenue des Champs-Élysées,Burger Joint
35,Noura,203,27 avenue Marceau,Lebanese Restaurant
35,Chez Maram,751,30 rue de Longchamp,Hookah Bar
35,Café George V,427,120 avenue des Champs Elysees,Bistro
35,La Maison de l'Aubrac,485,37 rue Marbeuf,French Restaurant
35,Musée du quai Branly (Musée du Quai Branly – Jacques Chirac),891,37 quai Branly,Museum
35,Salle Pleyel,937,252 rue du Faubourg Saint Honore 8th,Concert Hall
35,Matignon Paris,923,3 avenue de Matignon,Brasserie
35,L'Entrecôte de Paris,596,29 rue de Marignan,Steakhouse
35,La Suite Girafe,1008,1 place du Trocadéro et du Onze Novembre,Restaurant
35,Mondaine de Pariso,799,23 rue de Ponthieu,Lounge
36,13 au Jardin,125,5 rue de Médicis,New American Restaurant
36,Amorino,200,22 rue Soufflot,Coffee Shop
36,Bouillon Racine,159,"3 rue Racine, 6e",Diner
36,Pret A Manger,70,49 boulevard Saint-Michel,Sandwich Spot
36,Le Bistro du Périgord,305,69-73 rue Saint-Jacques,French Restaurant
36,BREIZH Café | La Crêpe Autrement,343,1 rue de l'Odéon,Creperie
36,Bar 10,297,10 rue de l'Odéon,Bar
36,Le Choupinet,143,58 boulevard Saint-Michel,Brasserie
36,La Maison d'Isabelle,547,47 ter boulevard Saint-Germain,Bakery
36,Musée National du Moyen Age (Musée de Cluny - Musée National du Moyen Âge),258,6 place Paul Painlevé,Museum
36,L'Avant Comptoir du Marché,522,"15 rue Lobineau, 6e",Bistro
36,Chipotle Mexican Grill,340,96 boulevard Saint-Germain,Mexican Restaurant
36,Loulou' Friendly Diner,365,90 boulevard Saint-Germain,Diner
36,Musée du Luxembourg,523,19 rue de Vaugirard,Museum
36,Shiso Burger,578,21 quai Saint Michel,Burger Joint
36,Huguette,563,81 rue de Seine,Fish and Chips Shop
36,Cosi,653,"54 rue de Seine, 6e",Restaurant
36,Homer Lobster Saint-Germain,482,15 rue de l'Ancienne Comédie,Seafood Restaurant
36,Fontaine Saint-Michel,512,7B place Saint-Michel,Museum
36,Comme Chai Toi,674,13 quai de Montebello,French Restaurant
36,Le Galway,582,13 quai des Grands Augustins,Beer Bar
36,Polidor,134,"41 rue Monsieur le Prince, 6e",Fast Food Restaurant
36,Chez Nous,766,10 rue Dauphine 75006,Dive Bar
36,The Moose,405,"16 rue des Quatre Vents, 6e",Sports Bar
36,Amorino,809,4 rue Vavin,Coffee Shop
36,Blueberry,811,6 rue du Sabot,Sushi Restaurant
36,La Crème de Paris,598,"1 Quai Saint-Michel, 75005 Paris, France",Café
36,Strada Café,771,"24 rue Monge, 5e",Café
36,Le Foodist,809,"59 rue du Cardinal Lemoine, 5e",French Restaurant
36,Les Deux Magots,809,6 place Saint-Germain des Prés,Coffee Shop
36,Monnaie de Paris,888,"11 quai de Conti, 6e",Museum
36,Le Hibou,354,16 carrefour de l'Odéon rue de Condé,Café
36,Le Procope,480,13 rue de l'Ancienne Comédie,Brasserie
