station,name,distance,address,rating
6,Le Pavillon Rouge,1377.1151761689662,Route de la Pyramides,0.0
6,Hayaci,1857.244975888382,1 place Bérault,3.0
6,TN French,1341.442899546185,12 rue Clement Vienot,0.0
7,Chéri-Chérie,474.8448975186174,203 avenue Gambetta,4.4
7,Au Boeuf Couronné,1534.9020427843216,188 avenue Jean Jaurès,4.1
7,Bustronome,7724.20403221909,2 avenue Kléber,4.5
7,Le Baratin,1264.20420929294,3 rue Jouye Rouve,4.1
7,Mensae,1021.5304947151658,23 rue Mélingue,4.3
7,Chantefable,1027.4334027230534,93 ave Gambetta,3.7
7,Le Tablier Rouge,768.3924628651134,40 Rue Chine,4.4
7,L'Escargot,862.1294468453646,50 rue Villette,4.0
7,Le Perchoir,1695.06336430165,14 rue Crespin Dugast,3.6
7,Le Petit Vingtième,785.3716331192376,381 rue des Pyrénées,4.2
7,Il Posto,978.8124278671204,356 rue des Pyrenees,3.8
7,Cannibale,1675.9875005878519,93 rue Jean-Pierre Timbaud,3.5
7,Maison,1985.0493100915232,3 rue Saint-Hubert,5.0
7,L'Entrepot's,1082.3934446082535,2 rue Sorbier,3.9
7,Le Faitout,1248.7592592326473,23 ave Simon Bolivar,3.6
7,Aux Ours,925.1605429715025,236 rue des Pyrénées,3.5
7,Chez Papa,500.26160812639694,13 rue du Pré Saint-Gervais,4.0
7,L'Assassin,1618.371477600428,99 rue Jean-Pierre Timbaud,4.0
7,La Toscana,532.3474131489722,118 Avenue Gambetta,4.0
7,La Buvette,2035.8789560204693,67 rue St Maur,4.4
7,Demain c'est loin..,1258.2630132913414,9 rue Julien Lacroix,4.2
7,Huitzilin,1249.9285069925343,30 rue de la Py,4.1
7,O Divin,801.8034447387928,35 rue des Annelets,4.5
7,Ma Pomme en Colimaçon,884.8139599181635,107 rue de Ménilmontant,4.4
7,A Deux Pas,2062.927890622076,55 rue Saint-Maur,4.6
7,L'Entracte Bistrot,1219.8649985262946,21 rue Malte Brun,4.7
7,Le Bistrot du Poinçonneur,435.51561304511563,229 avenue Gambetta,3.7
7,Café Martin,1203.0171245253948,2 place Martin Nadaud,3.7
7,Restaurant Asahi,1317.0775220196854,56 rue Belleville,3.7
7,L'Estaminet,1816.690301847626,116 rue Oberkampf,3.7
7,Nakagawa,774.2595457686596,9 rue Lassus,3.8
7,Au Bon Coin,1089.81976238384,19 Rue Gâtines,4.1
7,Le Laumière,1783.132631308203,4 Rue Petit,3.7
7,Café la Laverie,1038.0027323112786,70 rue de Ménilmontant,3.9
7,Aux Arts et Sciences Réunis,1606.7179589005832,161 avenue Jean Jaurès,4.2
7,Camarade Boris,1986.0382355628017,90 quai de Loire,3.9
7,Zoe Bouillon,1353.6575968586828,66 Rue Rébeval,4.0
7,Floréal Belleville,1247.4080365041725,43 rue des Couronnes,4.0
7,Guo Xin,1400.310886345319,47 rue Belleville,3.6
7,Le Télégraphe,48.622208471002594,263 Rue de Belleville,2.8
7,Oxymore,2024.3616944465857,60 rue Saint-Maur,4.7
7,Le Bistrot des Soupirs,732.5142648657408,49 Rue De La Chine,3.9
7,An di an di,1294.9013360336278,9 rue du Liban,4.6
7,Bistrot Blanc Bec,1429.4557705267848,15 rue des Panoyaux,4.6
7,Franco et Giacomo,1823.0440512319715,115 avenue Jean Jaurès,4.1
7,Il Pinocchio,907.3437709889179,115 Avenue Gambetta,3.4
7,L'Heure Bleue,737.6330780971798,57 rue Arthur Rozier,3.8
7,Naoki,1967.3196402473989,5 Rue Guillaume Bertrand,4.2
7,Nakagawa,1984.8801234731725,3 rue Saint Hubert,4.3
7,TopKnot Café,982.6364429010849,6 rue Melingue,4.4
8,Brasserie Bellanger,201.1343827694785,140 rue du Faubourg Poissonnière,4.8
8,La Maison Bleue,168.50919205285476,7 place Franz Liszt,4.4
8,Frenchie,1279.39001661351,5 rue du Nil,4.4
8,Braisenville,306.6925705117175,36 rue Condorcet,4.2
8,ASPIC,396.56096326659434,24 rue de la Tour d'Auvergne,5.0
8,Terminus Nord,245.04275941493887,23 rue de Dunkerque,3.7
8,Le Bébé,262.2276867305111,8 rue Pierre Sémard,4.2
8,Al Caratello,1177.1883079291647,5 rue Audran,4.7
8,Le Potager du Père Thierry,817.0030511756516,16 rue des Trois Frères,4.6
8,Pink Mamma,1111.4770958800696,20 bis rue de Douai,4.0
8,Le Basilic,1322.748927883373,33 rue Lepic,4.2
8,Sacrée Fleur,931.7521594297976,50 rue Clignancourt,4.6
8,Piccola Toscana,309.61790036730616,10 rue Rochambeau,4.5
8,Hugo,345.95159324734146,12 rue Papillon,4.5
8,Gambino,1764.7525412311159,6 rue Gomboust,4.3
8,Pizzeria Popolare,1315.7192100840955,111 rue Réaumur,4.2
8,La Boîte aux Lettres,1165.6019800283932,108 rue Lepic,4.8
8,Le Poulbot,1153.246745777793,3 rue Poulbot,4.4
8,Les Fils à Maman,753.8351860032968,7 bis rue Geoffroy-Marie,4.0
8,Le Pantruche,668.5623312143341,3 rue Victor Massé,4.4
8,La Villa Andréa,304.7433839825062,109 boulevard Magenta,3.8
8,Le 52,878.6574445934081,52 rue du Faubourg Saint-Denis,4.5
8,Pizzeria Babalou,880.8286443231992,4 rue Lamarck,4.5
8,Chez Michel,237.1300380542832,10 rue de Belzunce,4.1
8,Holybelly 19,1160.0978121852565,19 rue Lucien Sampaix,4.4
8,Bistrot Richelieu,1696.7557743783307,45 rue de Richelieu,4.2
8,Drouant,1581.4199945266341,16-18 place Gaillon,4.1
8,Les Enfants Perdus,1083.365578651656,9 rue des Recollets,4.1
8,Canard et Champagne,1043.2774975457278,57 passage des Panoramas,4.4
8,Pascade,1625.6451600697542,14 rue Daunou,4.4
8,Les Miscellanées de M Jash,192.70841208506576,96 rue de Maubeuge,4.8
8,Le Richer,576.2129172865232,2 rue Richer,4.2
8,Pramil,1545.3524888515924,9 rue Vertbois,4.3
8,Bar Italia Brasserie,1446.4581120593018,22 rue Moncey,4.9
8,Eels,667.2817606532345,27 rue d'Hauteville,4.9
8,Pizza Di Loretta,409.32887243825655,62 rue Rodier,4.3
8,Aki,1785.5248040291842,11 bis rue Sainte-Anne,4.0
8,La Pointe du Grouin,246.6870514120501,8 rue de Belzunce,3.2
8,Au Pied du Sacré Coeur,1572.293414122384,85 rue Lamarck,4.3
8,Buvette,856.4220176714747,28 rue Henri Monnier,4.1
8,Léandrés,81.81107025521187,78 rue de Maubeuge,5.0
8,Chameleon,1299.330783959981,70 Rue René Boulanger,4.5
8,Kunitoraya - Bistro Udon,1732.608106840154,1 rue Villedo,4.1
8,Le Grand Vefour,1649.3217191130357,17 rue de Beaujolais,4.2
8,Casa Cosa,1361.2233020088308,30 rue de Mogador,4.2
8,La Chaufferie,369.38145956933823,2 boulevard Denain,4.1
8,Le Barbe à Papa,139.8483848409165,18 rue Condorcet,3.6
8,Les Tantes Jeanne,1246.2146749633034,42 rue Véron,4.5
8,Bien Bien,815.5138425152631,30bis rue Bergère,4.5
8,Guilo Guilo,1159.304420355678,8 rue Garreau,4.4
